movie_id,title,release_date,runtime,genres
68735,Warcraft,2016-05-25,123.0,Action,Adventure,Fantasy
293660,Deadpool,2016-02-09,108.0,Action,Adventure,Comedy
302156,Criminal,2016-04-14,113.0,Action
124057,Kids of the Round Table,1997-07-08,89.0
